Country,Variety,AvgPrice,AvgPoints,Tastings
All,Blaufränkisch,21 ,87 ,232 
All,Vermentino,21 ,88 ,232 
All,Mourvèdre,34 ,90 ,229 
All,Primitivo,25 ,87 ,222 
All,Montepulciano,27 ,88 ,215 
All,Zweigelt,25 ,89 ,209 
All,Touriga Nacional,29 ,88 ,200 
All,G-S-M,33 ,89 ,181 
All,Pinot Nero,47 ,88 ,181 
All,Dolcetto,23 ,87 ,180 
All,Mencía,28 ,89 ,178 
All,Tannat,25 ,87 ,176 
All,Roussanne,35 ,90 ,168 
All,Tinta de Toro,45 ,90 ,166 
All,Verdicchio,22 ,88 ,164 
All,Turbiana,24 ,89 ,157 
All,Pinot Bianco,25 ,88 ,154 
All,Fiano,25 ,88 ,151 
All,Monastrell,24 ,89 ,147 
All,Vernaccia,19 ,87 ,138 
All,Grillo,18 ,87 ,137 
All,Alvarinho,19 ,87 ,137 
All,Pinotage,26 ,87 ,137 
All,Sémillon,23 ,88 ,135 
All,Muscat,25 ,88 ,132 
All,Grenache Blanc,29 ,89 ,131 
All,Friulano,24 ,88 ,122 
All,Greco,23 ,88 ,121 
All,Cabernet Sauvignon-Merlot,26 ,88 ,117 
All,Nerello Mascalese,41 ,90 ,117 
All,Viura,15 ,85 ,107 
All,Bonarda,17 ,87 ,105 
All,Sagrantino,50 ,89 ,104 
All,Rosato,19 ,88 ,103 
All,Cabernet Sauvignon-Syrah,23 ,88 ,102 
All,Sherry,29 ,90 ,100 
All,Tinto Fino,64 ,90 ,100 
All,Malbec-Merlot,21 ,87 ,96 
All,St. Laurent,28 ,88 ,92 
All,Falanghina,25 ,88 ,89 
All,Ribolla Gialla,25 ,87 ,87 
All,Arneis,21 ,88 ,86 
All,Godello,23 ,87 ,81 
All,Lagrein,34 ,89 ,80 
All,Negroamaro,34 ,89 ,80 
All,Cabernet Blend,41 ,88 ,80 
All,Austrian white blend,33 ,90 ,79 
All,Arinto,16 ,87 ,77 
All,Rosado,17 ,86 ,77 
All,Carignan,59 ,90 ,77 
All,Cortese,20 ,86 ,73 
All,Spätburgunder,61 ,90 ,72 
All,Fumé Blanc,17 ,87 ,70 
All,Sauvignon Blanc-Semillon,23 ,88 ,68 
All,Portuguese Sparkling,18 ,86 ,65 
All,Verdelho,19 ,88 ,65 
All,Marsanne,33 ,89 ,65 
All,Provence red blend,30 ,90 ,64 
All,Agiorgitiko,24 ,87 ,63 
All,Austrian Red Blend,35 ,90 ,62 
All,Syrah-Grenache,26 ,88 ,58 
All,Malbec-Cabernet Sauvignon,37 ,89 ,58 
All,Moscatel,26 ,87 ,57 
All,Petit Manseng,33 ,89 ,57 
All,Vidal Blanc,43 ,88 ,55 
All,Pecorino,20 ,87 ,54 
All,Semillon-Sauvignon Blanc,22 ,87 ,53 
All,Sylvaner,23 ,89 ,53 
All,Tempranillo-Cabernet Sauvignon,64 ,89 ,53 
All,Furmint,28 ,88 ,52 
All,Trebbiano,18 ,85 ,51 
All,Gros and Petit Manseng,21 ,90 ,51 
All,Alsace white blend,30 ,90 ,51 
All,Lambrusco,16 ,85 ,50 
All,Alicante Bouschet,23 ,87 ,50 
All,Grenache-Syrah,34 ,89 ,50 
All,Weissburgunder,26 ,90 ,47 
All,Müller-Thurgau,18 ,87 ,46 
All,Pinot Meunier,51 ,89 ,45 
All,Malvasia,28 ,86 ,44 
All,Assyrtico,24 ,88 ,43 
All,Graciano,42 ,89 ,43 
All,Prugnolo Gentile,48 ,89 ,43 
All,Cabernet Sauvignon-Carmenère,54 ,87 ,43 
All,Pedro Ximénez,23 ,88 ,42 
All,Cinsault,28 ,87 ,41 
All,Traminer,21 ,87 ,39 
All,Shiraz-Cabernet Sauvignon,22 ,87 ,39 
All,Frappato,23 ,88 ,39 
All,Encruzado,24 ,90 ,39 
All,Silvaner,30 ,87 ,39 
All,Garnacha Blanca,23 ,88 ,38 
All,Shiraz-Viognier,53 ,90 ,38 
All,Saperavi,21 ,86 ,37 
All,Carricante,40 ,90 ,37 
All,Syrah-Cabernet Sauvignon,46 ,90 ,37 
All,Moschofilero,15 ,88 ,36 
All,Muscat Canelli,21 ,88 ,36 
All,Fernão Pires,21 ,87 ,36 
All,Provence white blend,24 ,88 ,36 
All,Lemberger,27 ,88 ,36 
All,Chardonnay-Viognier,16 ,86 ,35 
All,Merlot-Cabernet Sauvignon,25 ,87 ,35 
All,Gelber Muskateller,26 ,89 ,35 
All,Castelão,17 ,87 ,34 
All,Chenin Blanc-Chardonnay,14 ,87 ,33 
All,Insolia,17 ,87 ,33 
All,Rkatsiteli,19 ,87 ,33 
All,Xinomavro,23 ,87 ,33 
All,Claret,50 ,88 ,33 
All,Tempranillo-Garnacha,19 ,86 ,32 
All,Teroldego,33 ,89 ,32 
All,Tannat-Cabernet,21 ,90 ,31 
All,Cannonau,25 ,88 ,31 
All,Zibibbo,37 ,90 ,31 
All,Inzolia,15 ,86 ,30 
All,Carignane,27 ,89 ,30 
All,Petite Verdot,36 ,88 ,30 
All,Loureiro,13 ,87 ,29 
All,Aligoté,20 ,87 ,29 
All,Catarratto,20 ,87 ,29 
All,Baga,36 ,90 ,29 
All,Touriga Nacional-Cabernet Sauvignon,14 ,88 ,28 
All,Auxerrois,22 ,89 ,27 
All,Cabernet Sauvignon-Shiraz,22 ,87 ,27 
All,Dornfelder,24 ,88 ,27 
All,Kerner,24 ,90 ,27 
All,Picolit,70 ,91 ,27 
All,Trincadeira,20 ,88 ,26 
All,Rotgipfler,27 ,90 ,26 
All,Charbono,34 ,88 ,26 
All,Gros Manseng,21 ,89 ,25 
All,Welschriesling,23 ,87 ,25 
All,Scheurebe,43 ,90 ,25 
All,Colombard,16 ,87 ,24 
All,Passerina,17 ,86 ,24 
All,Jacquère,17 ,88 ,24 
All,Tokaji,59 ,91 ,24 
All,Muskat Ottonel,14 ,87 ,23 
All,Macabeo,18 ,85 ,23 
All,Schiava,19 ,88 ,23 
All,Bobal,22 ,86 ,23 
All,Gamay Noir,22 ,88 ,23 
All,Albana,23 ,90 ,23 
All,Merlot-Cabernet Franc,38 ,88 ,23 
All,Verdejo-Viura,11 ,86 ,22 
All,Tocai Friulano,29 ,87 ,22 
All,Savagnin,32 ,89 ,22 
All,Marsanne-Roussanne,37 ,88 ,22 
All,Corvina,43 ,89 ,22 
All,Xarel-lo,16 ,86 ,21 
All,Monastrell-Syrah,19 ,86 ,21 
All,Cabernet Merlot,27 ,88 ,21 
All,Cabernet Sauvignon-Cabernet Franc,34 ,89 ,21 
All,Orange Muscat,20 ,88 ,20 
All,Piedirosso,21 ,87 ,20 
All,Syrah-Mourvèdre,30 ,90 ,20 
All,Malbec-Syrah,35 ,86 ,20 
All,Cabernet Franc-Merlot,53 ,91 ,20 
All,Lambrusco di Sorbara,21 ,90 ,19 
All,Nero di Troia,28 ,88 ,19 
All,Touriga Nacional Blend,60 ,91 ,19 
All,Colombard-Sauvignon Blanc,11 ,85 ,18 
All,Chambourcin,18 ,84 ,18 
All,Lambrusco Grasparossa,18 ,87 ,18 
All,Coda di Volpe,20 ,85 ,18 
All,Picpoul,21 ,88 ,18 
All,Cabernet Sauvignon-Malbec,33 ,87 ,18 
All,Palomino,35 ,88 ,18 
All,Tinto del Pais,39 ,88 ,18 
All,Syrah-Viognier,48 ,90 ,18 
All,Pinot Noir-Gamay,18 ,85 ,17 
All,Antão Vaz,20 ,88 ,17 
All,Hondarrabi Zuri,21 ,86 ,17 
All,Assyrtiko,23 ,89 ,17 
All,Grenache-Carignan,26 ,90 ,17 
All,Negrette,26 ,87 ,17 
All,Plavac Mali,34 ,88 ,17 
All,Portuguese Rosé,17 ,85 ,16 
All,Moscato Giallo,20 ,91 ,16 
All,Seyval Blanc,20 ,84 ,16 
All,Tannat-Cabernet Franc,20 ,91 ,16 
All,Malvasia Bianca,24 ,89 ,16 
All,Raboso,25 ,86 ,16 
All,Norton,25 ,84 ,16 
All,Baco Noir,26 ,86 ,16 
All,Alfrocheiro,27 ,89 ,16 
All,Cabernet Franc-Cabernet Sauvignon,31 ,89 ,16 
All,Zierfandler,33 ,90 ,16 
All,Malbec-Tannat,39 ,89 ,16 
All,Syrah-Petite Sirah,41 ,90 ,16 
All,Cabernet Sauvignon-Tempranillo,16 ,87 ,15 
All,Grechetto,17 ,87 ,15 
All,Brachetto,18 ,84 ,15 
All,Gaglioppo,21 ,87 ,15 
All,Syrah-Cabernet,22 ,86 ,15 
All,Kalecik Karasi,25 ,89 ,15 
All,Shiraz-Grenache,28 ,90 ,15 
All,Mondeuse,33 ,88 ,15 
All,Carignano,37 ,90 ,15 
All,Prieto Picudo,39 ,86 ,15 
All,Pansa Blanca,18 ,86 ,14 
All,Sauvignon Gris,24 ,88 ,14 
All,Viura-Chardonnay,11 ,85 ,13 
All,Garnacha-Syrah,13 ,85 ,13 
All,Bical,15 ,86 ,13 
All,White Riesling,21 ,89 ,13 
All,Cabernet-Syrah,24 ,89 ,13 
All,Pinot Auxerrois,24 ,88 ,13 
All,Uva di Troia,24 ,88 ,13 
All,Chenin Blanc-Viognier,25 ,89 ,13 
All,Grauburgunder,25 ,89 ,13 
All,Roussanne-Viognier,31 ,89 ,13 
All,Roter Veltliner,37 ,90 ,13 
All,Siria,14 ,87 ,12 
All,Muscat Blanc,20 ,89 ,12 
All,Malagousia,21 ,89 ,12 
All,Viognier-Chardonnay,23 ,87 ,12 
All,Ruché,27 ,87 ,12 
All,Counoise,31 ,89 ,12 
All,Vignoles,18 ,85 ,11 
All,Tannat-Merlot,19 ,88 ,11 
All,Cabernet,19 ,87 ,11 
All,Merlot-Cabernet,20 ,87 ,11 
All,Black Muscat,22 ,88 ,11 
All,Neuburger,25 ,91 ,11 
All,Refosco,25 ,87 ,11 
All,Tinta Roriz,29 ,88 ,11 
All,Tinta Fina,30 ,88 ,11 
All,Vidal,32 ,89 ,11 
All,Malbec-Cabernet Franc,34 ,87 ,11 
All,Traminette,15 ,85 ,10 
All,Tocai,18 ,87 ,10 
All,Trepat,21 ,88 ,10 
All,Aragonez,24 ,88 ,10 
All,Grenache Blend,25 ,88 ,10 
All,Perricone,27 ,88 ,10 
All,Kekfrankos,30 ,87 ,10 
All,Aragonês,30 ,89 ,10 
All,Pallagrello,36 ,88 ,10 
All,Mataro,42 ,89 ,10 
All,Muscadelle,99 ,92 ,10 
All,Johannisberg Riesling,9 ,86 ,9 
All,Ugni Blanc-Colombard,11 ,86 ,9 
All,Grecanico,21 ,87 ,9 
All,Malvasia Istriana,22 ,87 ,9 
All,Carignan-Grenache,26 ,89 ,9 
All,Loin de l'Oeil,27 ,91 ,9 
All,Tempranillo Blanco,29 ,84 ,9 
All,Durella,31 ,90 ,9 
All,Colombard-Ugni Blanc,10 ,85 ,8 
All,Tempranillo-Shiraz,14 ,85 ,8 
All,Garnacha Tintorera,17 ,87 ,8 
All,Altesse,18 ,89 ,8 
All,Sauvignon Blanc-Chardonnay,22 ,88 ,8 
All,Cesanese d'Affile,22 ,88 ,8 
All,Manzoni,23 ,87 ,8 
All,Okuzgozu,24 ,90 ,8 
All,Posip,25 ,88 ,8 
All,Carmenère-Cabernet Sauvignon,27 ,88 ,8 
All,Nosiola,31 ,88 ,8 
All,Cabernet Sauvignon-Sangiovese,36 ,89 ,8 
All,Sousão,37 ,88 ,8 
All,Feteasca Neagra,14 ,88 ,7 
All,Mavrud,14 ,88 ,7 
All,Chardonnay-Semillon,18 ,86 ,7 
All,Mauzac,18 ,88 ,7 
All,Tempranillo-Merlot,19 ,85 ,7 
All,Chasselas,20 ,90 ,7 
All,Gewürztraminer-Riesling,21 ,86 ,7 
All,Narince,21 ,87 ,7 
All,Duras,21 ,88 ,7 
All,Trebbiano Spoletino,22 ,88 ,7 
All,Carmenère-Syrah,23 ,87 ,7 
All,Teran,25 ,89 ,7 
All,Viognier-Roussanne,26 ,88 ,7 
All,Jaen,27 ,88 ,7 
All,Touriga Franca,27 ,89 ,7 
All,Nascetta,27 ,88 ,7 
All,Mantonico,28 ,88 ,7 
All,Syrah-Tempranillo,30 ,89 ,7 
All,Syrah-Merlot,30 ,88 ,7 
All,Tokay,47 ,91 ,7 
All,Mission,53 ,89 ,7 
All,(blank),85 ,89 ,7 
All,Bual,100 ,94 ,7 
All,Feteascǎ Regalǎ,10 ,87 ,6 
All,Chenin Blanc-Sauvignon Blanc,11 ,85 ,6 
All,Garnacha-Tempranillo,11 ,86 ,6 
All,Chardonnay-Sauvignon,13 ,87 ,6 
All,Chardonnay-Sauvignon Blanc,13 ,88 ,6 
All,Avesso,16 ,88 ,6 
All,Greco Bianco,17 ,86 ,6 
All,Valdiguié,19 ,87 ,6 
All,Kisi,20 ,87 ,6 
All,Moscatel Roxo,22 ,90 ,6 
All,Tannat-Syrah,22 ,88 ,6 
All,Prié Blanc,24 ,88 ,6 
All,Blanc du Bois,27 ,85 ,6 
All,Pinot-Chardonnay,29 ,90 ,6 
All,Sangiovese-Cabernet Sauvignon,30 ,86 ,6 
All,Susumaniello,31 ,90 ,6 
All,Morillon,31 ,90 ,6 
All,Verduzzo,33 ,90 ,6 
All,Nerello Cappuccio,37 ,90 ,6 
All,Rieslaner,39 ,90 ,6 
All,Malvasia Nera,39 ,87 ,6 
All,Merlot-Malbec,40 ,87 ,6 
All,Moscadello,40 ,90 ,6 
All,Grenache-Mourvèdre,44 ,90 ,6 
All,Trousseau,47 ,88 ,6 
All,Maturana,58 ,87 ,6 
All,Verdejo-Sauvignon Blanc,10 ,85 ,5 
All,Semillon-Chardonnay,11 ,86 ,5 
All,Alvarinho-Chardonnay,11 ,87 ,5 
All,Savatiano,14 ,87 ,5 
All,Verdeca,16 ,86 ,5 
All,Symphony,16 ,85 ,5 
All,Mavrodaphne,16 ,86 ,5 
All,Malbec-Bonarda,18 ,86 ,5 
All,Carineña,22 ,86 ,5 
All,Alicante,23 ,87 ,5 
All,Viosinho,23 ,88 ,5 
All,Zierfandler-Rotgipfler,24 ,90 ,5 
All,Muskateller,25 ,87 ,5 
All,Braucol,27 ,91 ,5 
All,Roter Traminer,30 ,90 ,5 
All,Pallagrello Bianco,32 ,88 ,5 
All,Chardonnay-Pinot Blanc,33 ,89 ,5 
All,Tinta Barroca,35 ,89 ,5 
All,Sämling,36 ,91 ,5 
All,Sciaccerellu,37 ,89 ,5 
All,Roussanne-Marsanne,38 ,89 ,5 
All,Aleatico,40 ,87 ,5 
All,Pallagrello Nero,41 ,88 ,5 
All,Timorasso,42 ,91 ,5 
All,Casavecchia,46 ,87 ,5 
All,Sangiovese-Syrah,50 ,88 ,5 
All,Syrah-Cabernet Franc,65 ,91 ,5 
All,Macabeo-Chardonnay,12 ,85 ,4 
All,Sauvignon Blanc-Verdejo,12 ,85 ,4 
All,Vilana,15 ,87 ,4 
All,Vranec,15 ,86 ,4 
All,Elbling,16 ,88 ,4 
All,Emir,16 ,87 ,4 
All,Monica,16 ,87 ,4 
All,Pignoletto,16 ,85 ,4 
All,Fer Servadou,17 ,87 ,4 
All,Roditis,17 ,87 ,4 
All,Mansois,17 ,87 ,4 
All,Sauvignon Blanc-Chenin Blanc,17 ,87 ,4 
All,Muscat Hamburg,18 ,88 ,4 
All,Mtsvane,18 ,88 ,4 
All,Códega do Larinho,18 ,88 ,4 
All,Edelzwicker,20 ,89 ,4 
All,Malagouzia,20 ,89 ,4 
All,Muskat,21 ,90 ,4 
All,Vinhão,22 ,86 ,4 
All,Rolle,22 ,88 ,4 
All,Pinot Blanc-Chardonnay,23 ,88 ,4 
All,Robola,23 ,88 ,4 
All,Grenache-Shiraz,26 ,88 ,4 
All,Boğazkere,26 ,90 ,4 
All,Marselan,27 ,88 ,4 
All,Syrah-Carignan,27 ,91 ,4 
All,Veltliner,30 ,90 ,4 
All,Bovale,30 ,90 ,4 
All,Magliocco,30 ,89 ,4 
All,Babić,35 ,89 ,4 
All,Malbec-Petit Verdot,40 ,91 ,4 
All,Sangiovese Cabernet,48 ,89 ,4 
All,Cabernet Franc-Malbec,59 ,91 ,4 
All,Mazuelo,78 ,88 ,4 
All,Airen,9 ,82 ,3 
All,Garnacha-Monastrell,12 ,87 ,3 
All,Azal,14 ,86 ,3 
All,Cabernet Sauvignon-Merlot-Shiraz,15 ,89 ,3 
All,Asprinio,15 ,84 ,3 
All,Nuragus,16 ,88 ,3 
All,Rivaner,16 ,87 ,3 
All,Muscat Blanc à Petits Grains,16 ,87 ,3 
All,Muscatel,17 ,88 ,3 
All,Treixadura,17 ,87 ,3 
All,Shiraz-Mourvèdre,17 ,89 ,3 
All,Malvasia-Viura,18 ,85 ,3 
All,Shiraz-Malbec,18 ,90 ,3 
All,Merlot-Tannat,18 ,89 ,3 
All,Muscat d'Alexandrie,19 ,86 ,3 
All,Tinta Miúda,19 ,88 ,3 
All,Moscatel de Alejandría,19 ,85 ,3 
All,Viognier-Marsanne,20 ,89 ,3 
All,Lambrusco Salamino,20 ,89 ,3 
All,Clairette,21 ,89 ,3 
All,Muscat of Alexandria,21 ,88 ,3 
All,Papaskarasi,21 ,87 ,3 
All,Rebula,23 ,88 ,3 
All,Romorantin,23 ,91 ,3 
All,Tinta del Toro,23 ,86 ,3 
All,Nielluciu,24 ,89 ,3 
All,Grenache Noir,24 ,89 ,3 
All,Trousseau Gris,24 ,90 ,3 
All,Poulsard,26 ,87 ,3 
All,Incrocio Manzoni,26 ,88 ,3 
All,Ugni Blanc,27 ,91 ,3 
All,Souzao,28 ,87 ,3 
All,Listán Negro,28 ,88 ,3 
All,Erbaluce,29 ,88 ,3 
All,Trebbiano di Lugana,29 ,88 ,3 
All,Ciliegiolo,31 ,88 ,3 
All,Pinot Noir-Syrah,32 ,87 ,3 
All,Viognier-Grenache Blanc,33 ,89 ,3 
All,Jacquez,34 ,85 ,3 
All,Marawi,35 ,88 ,3 
All,Mourvèdre-Syrah,37 ,92 ,3 
All,Grolleau,39 ,87 ,3 
All,Argaman,41 ,88 ,3 
All,Canaiolo,41 ,88 ,3 
All,Syrah-Petit Verdot,42 ,92 ,3 
All,Cerceal,45 ,90 ,3 
All,Abouriou,45 ,87 ,3 
All,Madeira Blend,46 ,88 ,3 
All,Touriga,46 ,89 ,3 
All,Pugnitello,49 ,88 ,3 
All,Tinta Francisca,50 ,90 ,3 
All,Marzemino,52 ,86 ,3 
All,Vitovska,54 ,91 ,3 
All,Verduzzo Friulano ,54 ,89 ,3 
All,Shiraz-Cabernet,56 ,87 ,3 
All,Carignan-Syrah,59 ,91 ,3 
All,Malbec Blend,67 ,90 ,3 
All,Debit,83 ,89 ,3 
All,Malbec-Cabernet,113 ,92 ,3 
All,Shiraz-Tempranillo,9 ,82 ,2 
All,Maria Gomes,11 ,88 ,2 
All,Tămâioasă Românească,11 ,88 ,2 
All,Malbec-Tempranillo,11 ,87 ,2 
All,Cabernet Franc-Carmenère,12 ,86 ,2 
All,Viura-Verdejo,12 ,85 ,2 
All,Moscatel Graúdo,13 ,88 ,2 
All,Tinta Cao,14 ,90 ,2 
All,Zlahtina,15 ,86 ,2 
All,Portuguiser,15 ,86 ,2 
All,Viognier-Gewürztraminer,15 ,86 ,2 
All,Blauer Portugieser,16 ,87 ,2 
All,Cayuga,16 ,85 ,2 
All,Chancellor,16 ,81 ,2 
All,Gragnano,17 ,83 ,2 
All,Morio Muskat,17 ,87 ,2 
All,Grignolino,17 ,86 ,2 
All,Rara Neagra,18 ,90 ,2 
All,Feteasca,18 ,88 ,2 
All,Saperavi-Merlot,18 ,87 ,2 
All,Tempranillo-Syrah,18 ,87 ,2 
All,Madeleine Angevine,18 ,86 ,2 
All,Tamjanika,18 ,88 ,2 
All,Cabernet Moravia,18 ,87 ,2 
All,Yapincak,18 ,86 ,2 
All,Marquette,18 ,85 ,2 
All,Cabernet Sauvignon Grenache,19 ,88 ,2 
All,Xynisteri,19 ,87 ,2 
All,Garnacha Blend,19 ,88 ,2 
All,Çalkarası,19 ,87 ,2 
All,Sacy,19 ,87 ,2 
All,Monastrell-Petit Verdot,20 ,88 ,2 
All,Plyto,20 ,87 ,2 
All,Torbato,20 ,91 ,2 
All,Cesanese,20 ,90 ,2 
All,Cabernet Franc-Lemberger,20 ,87 ,2 
All,Bastardo,21 ,86 ,2 
All,Merlot-Syrah,21 ,89 ,2 
All,Freisa,21 ,87 ,2 
All,Alvarelhão,21 ,87 ,2 
All,Trollinger,22 ,91 ,2 
All,Gouveio,23 ,89 ,2 
All,Malvasia di Candia,23 ,87 ,2 
All,Muscadine,23 ,86 ,2 
All,Chelois,23 ,85 ,2 
All,Sirica,23 ,93 ,2 
All,Groppello,23 ,87 ,2 
All,Chinuri,23 ,86 ,2 
All,Pigato,23 ,84 ,2 
All,Malvasia Fina,24 ,88 ,2 
All,Malvar,24 ,85 ,2 
All,Kadarka,24 ,88 ,2 
All,Black Monukka,25 ,91 ,2 
All,Mandilaria,25 ,89 ,2 
All,Vespolina,25 ,88 ,2 
All,Ansonica,26 ,87 ,2 
All,Other,27 ,89 ,2 
All,Rebo,27 ,88 ,2 
All,Marsanne-Viognier,28 ,87 ,2 
All,Roviello,28 ,93 ,2 
All,Hárslevelü,28 ,90 ,2 
All,Rufete,29 ,86 ,2 
All,Apple,29 ,89 ,2 
All,Uvalino,29 ,88 ,2 
All,Cabernet Pfeffer,30 ,88 ,2 
All,Bombino Bianco,30 ,87 ,2 
All,Chardonnay-Albariño,31 ,92 ,2 
All,Cariñena-Garnacha,31 ,90 ,2 
All,Durif,33 ,86 ,2 
All,Moscato Rosa,34 ,90 ,2 
All,Rabigato,34 ,89 ,2 
All,Nasco,38 ,91 ,2 
All,Baga-Touriga Nacional,40 ,91 ,2 
All,White Port,40 ,89 ,2 
All,Albarossa,40 ,88 ,2 
All,Chardonnay Weissburgunder,42 ,92 ,2 
All,Tinta del Pais,48 ,95 ,2 
All,Cabernet-Shiraz,84 ,91 ,2 
All,Rosenmuskateller,150 ,93 ,2 
All,Bacchus,,91 ,2 
All,Trajadura,7 ,86 ,1 
All,Malagouzia-Chardonnay,8 ,86 ,1 
All,Macabeo-Moscatel,8 ,85 ,1 
All,Merseguera-Sauvignon Blanc,9 ,85 ,1 
All,Tinto Velasco,9 ,85 ,1 
All,Bobal-Cabernet Sauvignon,9 ,84 ,1 
All,Merlot-Grenache,10 ,89 ,1 
All,Diamond,10 ,86 ,1 
All,Loureiro-Arinto,10 ,86 ,1 
All,Pinotage-Merlot,10 ,84 ,1 
All,Gamza,11 ,89 ,1 
All,Roditis-Moschofilero,11 ,88 ,1 
All,Bombino Nero,11 ,87 ,1 
All,Cabernet-Malbec,11 ,86 ,1 
All,Chardonel,11 ,83 ,1 
All,Paralleda,11 ,83 ,1 
All,Blatina,12 ,88 ,1 
All,Mavroudi,12 ,87 ,1 
All,Sauvignon-Sémillon,12 ,86 ,1 
All,Merlot-Argaman,12 ,85 ,1 
All,Kotsifali,13 ,92 ,1 
All,Piquepoul Blanc,13 ,88 ,1 
All,Irsai Oliver,13 ,87 ,1 
All,Syrah-Bonarda,13 ,87 ,1 
All,Valvin Muscat,13 ,87 ,1 
All,Garnacha-Cabernet,13 ,85 ,1 
All,Moschofilero-Chardonnay,13 ,85 ,1 
All,Syrah-Malbec,14 ,89 ,1 
All,Kangoun,14 ,87 ,1 
All,Parraleta,14 ,86 ,1 
All,Ondenc,15 ,90 ,1 
All,Karasakiz,15 ,89 ,1 
All,Žilavka,15 ,88 ,1 
All,Karalahna,15 ,87 ,1 
All,Kuntra,15 ,86 ,1 
All,Mavrokalavryta,15 ,86 ,1 
All,Teroldego Rotaliano,15 ,86 ,1 
All,Kinali Yapincak,15 ,84 ,1 
All,Siegerrebe,15 ,84 ,1 
All,Premsal,15 ,83 ,1 
All,Roussanne-Grenache Blanc,16 ,91 ,1 
All,Franconia,16 ,86 ,1 
All,Gros Plant,16 ,86 ,1 
All,Folle Blanche,16 ,85 ,1 
All,Pinot Blanc-Pinot Noir,16 ,85 ,1 
All,(blank),17 ,88 ,1 
All,Blauburger,17 ,87 ,1 
All,Chardonnay-Pinot Gris,17 ,85 ,1 
All,Verdosilla,17 ,84 ,1 
All,Viognier-Valdiguié,17 ,84 ,1 
All,Sauvignon Musqué,18 ,87 ,1 
All,Merlot-Shiraz,18 ,86 ,1 
All,Verdil,18 ,86 ,1 
All,Biancale,18 ,85 ,1 
All,Athiri,18 ,83 ,1 
All,País,18 ,83 ,1 
All,Blauburgunder,19 ,93 ,1 
All,Caprettone,19 ,92 ,1 
All,Catalanesca,19 ,89 ,1 
All,Petit Courbu,19 ,88 ,1 
All,Pinot Blanc-Viognier,19 ,87 ,1 
All,Misket,19 ,85 ,1 
All,Sauvignon Blanc-Assyrtiko,20 ,92 ,1 
All,Pinot Gris-Gewürztraminer,20 ,90 ,1 
All,Graševina,20 ,89 ,1 
All,Tamianka,20 ,89 ,1 
All,Xinisteri,20 ,89 ,1 
All,Tempranillo-Tannat,20 ,88 ,1 
All,Albanello,20 ,86 ,1 
All,Cococciola,20 ,86 ,1 
All,Dafni,20 ,85 ,1 
All,Merlot-Petite Verdot,20 ,83 ,1 
All,Carcajolu,21 ,88 ,1 
All,Picapoll,21 ,82 ,1 
All,Orangetraube,22 ,90 ,1 
All,Grenache Gris,22 ,87 ,1 
All,Prunelard,23 ,91 ,1 
All,Sideritis,23 ,85 ,1 
All,Vidadillo,24 ,89 ,1 
All,Frankovka,24 ,88 ,1 
All,Chardonnay-Riesling,24 ,87 ,1 
All,St. Vincent,24 ,85 ,1 
All,Sauvignonasse,25 ,90 ,1 
All,Schwartzriesling,25 ,90 ,1 
All,Jampal,25 ,88 ,1 
All,Thrapsathiri,25 ,88 ,1 
All,Molinara,25 ,87 ,1 
All,Tintilia ,25 ,87 ,1 
All,Maria Gomes-Bical,25 ,86 ,1 
All,Silvaner-Traminer,25 ,86 ,1 
All,Morava,26 ,87 ,1 
All,Biancolella,26 ,85 ,1 
All,Forcallà,27 ,83 ,1 
All,Aidani,27 ,82 ,1 
All,Shiraz-Roussanne,29 ,90 ,1 
All,Tinta Amarela,30 ,90 ,1 
All,Tokay Pinot Gris,30 ,89 ,1 
All,Muscadel,30 ,88 ,1 
All,Barbera-Nebbiolo,30 ,87 ,1 
All,Gelber Traminer,35 ,95 ,1 
All,Meseguera,35 ,91 ,1 
All,Pinot Grigio-Sauvignon Blanc,35 ,87 ,1 
All,Centesimino,36 ,92 ,1 
All,Riesling-Chardonnay,40 ,94 ,1 
All,Moscato di Noto,40 ,92 ,1 
All,Torontel,40 ,92 ,1 
All,Vespaiolo,40 ,92 ,1 
All,Favorita,40 ,90 ,1 
All,Früburgunder,40 ,90 ,1 
All,Ryzlink Rýnský,40 ,89 ,1 
All,Colorino,40 ,86 ,1 
All,Malbec-Carménère,43 ,91 ,1 
All,Babosa Negro,45 ,92 ,1 
All,Syrah-Grenache-Viognier,45 ,90 ,1 
All,Tinta Madeira,45 ,89 ,1 
All,Vermentino Nero,45 ,88 ,1 
All,Cabernet Sauvignon-Barbera,45 ,84 ,1 
All,Sercial,50 ,94 ,1 
All,Mavrotragano,50 ,90 ,1 
All,Cercial,50 ,88 ,1 
All,Doña Blanca,53 ,84 ,1 
All,Garnacha-Cariñena,57 ,93 ,1 
All,Pignolo,70 ,92 ,1 
All,Tinta Negra Mole,112 ,92 ,1 
All,Francisa,160 ,91 ,1 
All,Terrantez,236 ,95 ,1 
All,Ramisco,495 ,93 ,1 
All,Tempranillo-Malbec,,91 ,1 
All,Vital,,90 ,1 
All,Biancu Gentile,,89 ,1 
All,Petit Meslier,,89 ,1 
All,Roscetto,,88 ,1 
All,Zelen,,88 ,1 
All,Sauvignon Blanc-Sauvignon Gris,,86 ,1 
All,Ekigaïna,,85 ,1 
All,Espadeiro,,84 ,1 